"subjIds" "activities" "means"
16 "Sitting" 0.283497402948718
16 "Standing" 0.280768574492754
16 "Walking" 0.276023564509804
16 "Walking Down Stairs" 0.295586802191489
16 "Walking Up Stairs" 0.255986102627451
17 "Lying" 0.269780085577465
17 "Sitting" 0.277942503333333
17 "Standing" 0.2773570196875
17 "Walking" 0.272341855245902
17 "Walking Down Stairs" 0.29391828326087
17 "Walking Up Stairs" 0.252604768583333
18 "Lying" 0.274691576923077
18 "Sitting" 0.278458805890411
18 "Standing" 0.27727001877193
18 "Walking" 0.273887758571429
18 "Walking Down Stairs" 0.288439468909091
18 "Walking Up Stairs" 0.265401201896552
19 "Lying" 0.272653733493976
19 "Sitting" 0.27817226
19 "Standing" 0.273830316164384
19 "Walking" 0.273931172307692
19 "Walking Down Stairs" 0.262688053871795
19 "Walking Up Stairs" 0.242118808925
20 "Lying" 0.239507882205882
20 "Sitting" 0.278076904657534
20 "Standing" 0.278045439090909
20 "Walking" 0.272589336470588
20 "Walking Down Stairs" 0.296144421355556
20 "Walking Up Stairs" 0.252098317156863
21 "Lying" 0.271325472455556
21 "Sitting" 0.27695224258427
21 "Standing" 0.277539616823529
21 "Walking" 0.279183526730769
21 "Walking Down Stairs" 0.3014610196
21 "Walking Up Stairs" 0.265194544680851
22 "Lying" 0.279959721194444
22 "Sitting" 0.279053861587302
22 "Standing" 0.273583822709677
22 "Walking" 0.27886459
22 "Walking Down Stairs" 0.284458963861111
22 "Walking Up Stairs" 0.248391534566667
23 "Lying" 0.274038007986111
23 "Sitting" 0.277899323235294
23 "Standing" 0.273351251617647
23 "Walking" 0.273211884237288
23 "Walking Down Stairs" 0.289897411148148
23 "Walking Up Stairs" 0.249995171031373
24 "Lying" 0.272850494930556
24 "Sitting" 0.280348883913043
24 "Standing" 0.273475690147059
24 "Walking" 0.276980816034483
24 "Walking Down Stairs" 0.288631208909091
24 "Walking Up Stairs" 0.269881106779661
25 "Lying" 0.250791828613699
25 "Sitting" 0.278013701621622
25 "Standing" 0.278541482461538
25 "Walking" 0.278992759054054
25 "Walking Down Stairs" 0.291329666206897
25 "Walking Up Stairs" 0.277995411384615
26 "Lying" 0.271645864540789
26 "Sitting" 0.281127035405405
26 "Standing" 0.258243530166667
26 "Walking" 0.279264443728814
26 "Walking Down Stairs" 0.2792845828
26 "Walking Up Stairs" 0.272691394545455
27 "Lying" 0.274102492432432
27 "Sitting" 0.279566921625
27 "Standing" 0.273941302571429
27 "Walking" 0.276849485438596
27 "Walking Down Stairs" 0.2975441875
27 "Walking Up Stairs" 0.265770253921569
28 "Lying" 0.2759134825
28 "Sitting" 0.277795069113924
28 "Standing" 0.276977629444444
28 "Walking" 0.281228223888889
28 "Walking Down Stairs" 0.293642076521739
28 "Walking Up Stairs" 0.262005841764706
29 "Lying" 0.287295196811594
29 "Sitting" 0.277965065846154
29 "Standing" 0.2771799775
29 "Walking" 0.271999916792453
29 "Walking Down Stairs" 0.293140441083333
29 "Walking Up Stairs" 0.265423066877551
30 "Lying" 0.281033900571429
30 "Sitting" 0.277112699152542
30 "Standing" 0.268336081379032
30 "Walking" 0.276406758
30 "Walking Down Stairs" 0.283190646967742
30 "Walking Up Stairs" 0.271415642261538
